Year,County,Hospital,OSHPDID,system,Type of Report,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Latitude,Longitude
2018,Fresno,Coalinga Regional Medical Center,106100697,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,36.15152,-120.34
2018,Fresno,Coalinga Regional Medical Center,106100697,Independent/Other,IMI,Pancreatic Resection,,,,,36.15152,-120.34
2018,Fresno,Coalinga Regional Medical Center,106100697,Independent/Other,IMI,Pneumonia,0,9,0,As Expected,36.15152,-120.34
2018,Fresno,Coalinga Regional Medical Center,106100697,Independent/Other,IMI,Acute Stroke Ischemic,,,,,36.15152,-120.34
2018,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,PCI,15,383,5.8,As Expected,36.74252,-119.784
2018,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,Pneumonia,15,567,4,As Expected,36.74252,-119.784
2018,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,Heart Failure,30,1326,3.5,As Expected,36.74252,-119.784
2018,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,Hip Fracture,2,157,1,As Expected,36.74252,-119.784
2018,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,Pancreatic Resection,0,19,0,As Expected,36.74252,-119.784
2018,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,Acute Stroke Hemorrhagic,81,317,23.1,As Expected,36.74252,-119.784
2018,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,AMI,38,680,7.7,As Expected,36.74252,-119.784
2018,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,Carotid Endarterectomy,1,115,2.2,As Expected,36.74252,-119.784
2018,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,Acute Stroke Subarachnoid,8,30,26.1,As Expected,36.74252,-119.784
2018,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,Acute Stroke,128,887,10.8,Worse,36.74252,-119.784
2018,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,GI Hemorrhage,14,637,2,As Expected,36.74252,-119.784
2018,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,Acute Stroke Ischemic,39,540,7.2,Worse,36.74252,-119.784
2018,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,CABG,Isolated CABG Operative Mor,5,135,2.56,As Expected,36.74,-119.78
2018,Fresno,Adventist Health Reedley,106100797,Adventist Health Systems,IMI,Heart Failure,1,18,6.4,As Expected,36.60789,-119.451
2018,Fresno,Adventist Health Reedley,106100797,Adventist Health Systems,IMI,Pneumonia,0,34,0,As Expected,36.60789,-119.451
2018,Fresno,Adventist Health Reedley,106100797,Adventist Health Systems,IMI,Pancreatic Resection,,,,,36.60789,-119.451
2018,Fresno,Adventist Health Reedley,106100797,Adventist Health Systems,IMI,Acute Stroke Ischemic,0,11,0,As Expected,36.60789,-119.451
2018,Fresno,Adventist Health Reedley,106100797,Adventist Health Systems,IMI,GI Hemorrhage,,,,,36.60789,-119.451
2018,Fresno,Adventist Health Reedley,106100797,Adventist Health Systems,IMI,PCI,,,,,36.60789,-119.451
2018,Fresno,Adventist Health Reedley,106100797,Adventist Health Systems,IMI,Hip Fracture,,,,,36.60789,-119.451
2018,Fresno,Adventist Health Reedley,106100797,Adventist Health Systems,IMI,Acute Stroke,1,12,11.6,As Expected,36.60789,-119.451
2018,Fresno,Adventist Health Reedley,106100797,Adventist Health Systems,IMI,Acute Stroke Subarachnoid,,,,,36.60789,-119.451
2018,Fresno,Adventist Health Reedley,106100797,Adventist Health Systems,IMI,Carotid Endarterectomy,,,,,36.60789,-119.451
2018,Fresno,Adventist Health Reedley,106100797,Adventist Health Systems,IMI,Acute Stroke Hemorrhagic,,,,,36.60789,-119.451
2018,Fresno,Adventist Health Reedley,106100797,Adventist Health Systems,IMI,AMI,0,7,0,As Expected,36.60789,-119.451
2018,Fresno,Saint Agnes Medical Center,106100899,Independent/Other,IMI,Acute Stroke,25,415,11,As Expected,36.83707,-119.764
2018,Fresno,Saint Agnes Medical Center,106100899,Independent/Other,IMI,Pancreatic Resection,0,3,0,As Expected,36.83707,-119.764
2018,Fresno,Saint Agnes Medical Center,106100899,Independent/Other,IMI,Acute Stroke Subarachnoid,1,5,47.3,As Expected,36.83707,-119.764
2018,Fresno,Saint Agnes Medical Center,106100899,Independent/Other,IMI,Acute Stroke Hemorrhagic,9,25,39.9,Worse,36.83707,-119.764
2018,Fresno,Saint Agnes Medical Center,106100899,Independent/Other,IMI,Carotid Endarterectomy,2,43,3.2,As Expected,36.83707,-119.764
2018,Fresno,Saint Agnes Medical Center,106100899,Independent/Other,IMI,Heart Failure,45,1302,3.1,As Expected,36.83707,-119.764
2018,Fresno,Saint Agnes Medical Center,106100899,Independent/Other,IMI,Pneumonia,22,518,4.3,As Expected,36.83707,-119.764
2018,Fresno,Saint Agnes Medical Center,106100899,Independent/Other,IMI,GI Hemorrhage,19,694,2,As Expected,36.83707,-119.764
2018,Fresno,Saint Agnes Medical Center,106100899,Independent/Other,IMI,AMI,29,532,5.4,As Expected,36.83707,-119.764
2018,Fresno,Saint Agnes Medical Center,106100899,Independent/Other,IMI,Hip Fracture,3,234,1.1,As Expected,36.83707,-119.764
2018,Fresno,Saint Agnes Medical Center,106100899,Independent/Other,IMI,PCI,8,440,2.2,As Expected,36.83707,-119.764
2018,Fresno,Saint Agnes Medical Center,106100899,Independent/Other,IMI,Acute Stroke Ischemic,15,385,4.9,As Expected,36.83707,-119.764
2018,Fresno,Saint Agnes Medical Center,106100899,Independent/Other,CABG,Isolated CABG Operative Mor,9,213,4.41,As Expected,36.84,-119.76
2018,Fresno,Kaiser Foundation Hospital – Fresno,106104062,Kaiser Foundation Hospitals,IMI,Acute Stroke Hemorrhagic,8,47,23.2,As Expected,36.84246,-119.783
2018,Fresno,Kaiser Foundation Hospital – Fresno,106104062,Kaiser Foundation Hospitals,IMI,Hip Fracture,3,141,2.9,As Expected,36.84246,-119.783
2018,Fresno,Kaiser Foundation Hospital – Fresno,106104062,Kaiser Foundation Hospitals,IMI,Pancreatic Resection,,,,,36.84246,-119.783
2018,Fresno,Kaiser Foundation Hospital – Fresno,106104062,Kaiser Foundation Hospitals,IMI,PCI,0,5,0,As Expected,36.84246,-119.783
2018,Fresno,Kaiser Foundation Hospital – Fresno,106104062,Kaiser Foundation Hospitals,IMI,Acute Stroke,13,245,8.8,As Expected,36.84246,-119.783
2018,Fresno,Kaiser Foundation Hospital – Fresno,106104062,Kaiser Foundation Hospitals,IMI,Acute Stroke Ischemic,5,195,4.2,As Expected,36.84246,-119.783
2018,Fresno,Kaiser Foundation Hospital – Fresno,106104062,Kaiser Foundation Hospitals,IMI,Acute Stroke Subarachnoid,0,3,0,As Expected,36.84246,-119.783
2018,Fresno,Kaiser Foundation Hospital – Fresno,106104062,Kaiser Foundation Hospitals,IMI,Heart Failure,10,283,3.1,As Expected,36.84246,-119.783
2018,Fresno,Kaiser Foundation Hospital – Fresno,106104062,Kaiser Foundation Hospitals,IMI,GI Hemorrhage,3,149,2.5,As Expected,36.84246,-119.783
2018,Fresno,Kaiser Foundation Hospital – Fresno,106104062,Kaiser Foundation Hospitals,IMI,Carotid Endarterectomy,0,19,0,As Expected,36.84246,-119.783
2018,Fresno,Kaiser Foundation Hospital – Fresno,106104062,Kaiser Foundation Hospitals,IMI,AMI,7,160,4.5,As Expected,36.84246,-119.783
2018,Fresno,Kaiser Foundation Hospital – Fresno,106104062,Kaiser Foundation Hospitals,IMI,Pneumonia,6,183,3,As Expected,36.84246,-119.783
2018,Fresno,Fresno Heart and Surgical Hospital,106105029,Independent/Other,CABG,Isolated CABG Operative Mor,7,247,3.48,As Expected,36.86,-119.79
2018,Glenn,Glenn Medical Center,106110889,Independent/Other,IMI,Carotid Endarterectomy,,,,,39.52055,-122.207
2018,Glenn,Glenn Medical Center,106110889,Independent/Other,IMI,PCI,,,,,39.52055,-122.207
2018,Glenn,Glenn Medical Center,106110889,Independent/Other,IMI,Pneumonia,1,28,5.8,As Expected,39.52055,-122.207
2018,Glenn,Glenn Medical Center,106110889,Independent/Other,IMI,Pancreatic Resection,,,,,39.52055,-122.207
2018,Glenn,Glenn Medical Center,106110889,Independent/Other,IMI,Heart Failure,0,8,0,As Expected,39.52055,-122.207
2018,Glenn,Glenn Medical Center,106110889,Independent/Other,IMI,Hip Fracture,,,,,39.52055,-122.207
2018,Glenn,Glenn Medical Center,106110889,Independent/Other,IMI,AMI,,,,,39.52055,-122.207
2018,Glenn,Glenn Medical Center,106110889,Independent/Other,IMI,GI Hemorrhage,,,,,39.52055,-122.207
2018,Glenn,Glenn Medical Center,106110889,Independent/Other,IMI,Acute Stroke Hemorrhagic,,,,,39.52055,-122.207
2018,Glenn,Glenn Medical Center,106110889,Independent/Other,IMI,Acute Stroke Ischemic,,,,,39.52055,-122.207
2018,Glenn,Glenn Medical Center,106110889,Independent/Other,IMI,Acute Stroke,,,,,39.52055,-122.207
2018,Glenn,Glenn Medical Center,106110889,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,39.52055,-122.207
2018,Humboldt,Mad River Community Hospital,106121002,Independent/Other,IMI,Pancreatic Resection,,,,,40.90351,-124.09
2018,Humboldt,Mad River Community Hospital,106121002,Independent/Other,IMI,Acute Stroke,1,13,19.5,As Expected,40.90351,-124.09
2018,Humboldt,Mad River Community Hospital,106121002,Independent/Other,IMI,Pneumonia,3,53,8.6,As Expected,40.90351,-124.09
2018,Humboldt,Mad River Community Hospital,106121002,Independent/Other,IMI,PCI,,,,,40.90351,-124.09
2018,Humboldt,Mad River Community Hospital,106121002,Independent/Other,IMI,AMI,1,5,10,As Expected,40.90351,-124.09
2018,Humboldt,Mad River Community Hospital,106121002,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,40.90351,-124.09
2018,Humboldt,Mad River Community Hospital,106121002,Independent/Other,IMI,Hip Fracture,0,9,0,As Expected,40.90351,-124.09
2018,Humboldt,Mad River Community Hospital,106121002,Independent/Other,IMI,GI Hemorrhage,0,30,0,As Expected,40.90351,-124.09
2018,Humboldt,Mad River Community Hospital,106121002,Independent/Other,IMI,Acute Stroke Ischemic,1,13,10.8,As Expected,40.90351,-124.09
2018,Humboldt,Mad River Community Hospital,106121002,Independent/Other,IMI,Heart Failure,2,48,6.8,As Expected,40.90351,-124.09
2018,Humboldt,Mad River Community Hospital,106121002,Independent/Other,IMI,Acute Stroke Hemorrhagic,,,,,40.90351,-124.09
2018,Humboldt,Mad River Community Hospital,106121002,Independent/Other,IMI,Carotid Endarterectomy,,,,,40.90351,-124.09
2018,Humboldt,Jerold Phelps Community Hospital,106121031,Independent/Other,IMI,Hip Fracture,,,,,40.10195,-123.792
2018,Humboldt,Jerold Phelps Community Hospital,106121031,Independent/Other,IMI,Heart Failure,,,,,40.10195,-123.792
2018,Humboldt,Jerold Phelps Community Hospital,106121031,Independent/Other,IMI,GI Hemorrhage,,,,,40.10195,-123.792
2018,Humboldt,Jerold Phelps Community Hospital,106121031,Independent/Other,IMI,Pneumonia,0,6,0,As Expected,40.10195,-123.792
2018,Humboldt,Jerold Phelps Community Hospital,106121031,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,40.10195,-123.792
2018,Humboldt,Jerold Phelps Community Hospital,106121031,Independent/Other,IMI,Pancreatic Resection,,,,,40.10195,-123.792
2018,Humboldt,Jerold Phelps Community Hospital,106121031,Independent/Other,IMI,Carotid Endarterectomy,,,,,40.10195,-123.792
2018,Humboldt,Jerold Phelps Community Hospital,106121031,Independent/Other,IMI,AMI,,,,,40.10195,-123.792
2018,Humboldt,Jerold Phelps Community Hospital,106121031,Independent/Other,IMI,Acute Stroke Ischemic,,,,,40.10195,-123.792
2018,Humboldt,Jerold Phelps Community Hospital,106121031,Independent/Other,IMI,PCI,,,,,40.10195,-123.792
2018,Humboldt,Jerold Phelps Community Hospital,106121031,Independent/Other,IMI,Acute Stroke,,,,,40.10195,-123.792
2018,Humboldt,Jerold Phelps Community Hospital,106121031,Independent/Other,IMI,Acute Stroke Hemorrhagic,,,,,40.10195,-123.792
2018,Humboldt,Providence Redwood Memorial Hospital,106121051,Providence St. Joseph Health,IMI,Acute Stroke Ischemic,1,11,5.9,As Expected,40.58267,-124.135
2018,Humboldt,Providence Redwood Memorial Hospital,106121051,Providence St. Joseph Health,IMI,Hip Fracture,0,3,0,As Expected,40.58267,-124.135
2018,Humboldt,Providence Redwood Memorial Hospital,106121051,Providence St. Joseph Health,IMI,GI Hemorrhage,1,29,3.1,As Expected,40.58267,-124.135
2018,Humboldt,Providence Redwood Memorial Hospital,106121051,Providence St. Joseph Health,IMI,Heart Failure,0,43,0,As Expected,40.58267,-124.135
2018,Humboldt,Providence Redwood Memorial Hospital,106121051,Providence St. Joseph Health,IMI,Pneumonia,1,34,2.5,As Expected,40.58267,-124.135
2018,Humboldt,Providence Redwood Memorial Hospital,106121051,Providence St. Joseph Health,IMI,Acute Stroke Hemorrhagic,,,,,40.58267,-124.135
2018,Humboldt,Providence Redwood Memorial Hospital,106121051,Providence St. Joseph Health,IMI,PCI,,,,,40.58267,-124.135
2018,Humboldt,Providence Redwood Memorial Hospital,106121051,Providence St. Joseph Health,IMI,Acute Stroke Subarachnoid,,,,,40.58267,-124.135
2018,Humboldt,Providence Redwood Memorial Hospital,106121051,Providence St. Joseph Health,IMI,Carotid Endarterectomy,,,,,40.58267,-124.135
2018,Humboldt,Providence Redwood Memorial Hospital,106121051,Providence St. Joseph Health,IMI,Acute Stroke,2,12,12,As Expected,40.58267,-124.135
2018,Humboldt,Providence Redwood Memorial Hospital,106121051,Providence St. Joseph Health,IMI,AMI,,,,,40.58267,-124.135
2018,Humboldt,Providence Redwood Memorial Hospital,106121051,Providence St. Joseph Health,IMI,Pancreatic Resection,,,,,40.58267,-124.135
2018,Humboldt,Providence St. Joseph Hospital – Eureka,106121080,Providence St. Joseph Health,IMI,AMI,17,210,8,As Expected,40.7832,-124.142
2018,Humboldt,Providence St. Joseph Hospital – Eureka,106121080,Providence St. Joseph Health,IMI,GI Hemorrhage,5,159,1.7,As Expected,40.7832,-124.142
2018,Humboldt,Providence St. Joseph Hospital – Eureka,106121080,Providence St. Joseph Health,IMI,Heart Failure,16,296,3.6,As Expected,40.7832,-124.142
2018,Humboldt,Providence St. Joseph Hospital – Eureka,106121080,Providence St. Joseph Health,CABG,Isolated CABG Operative Mor,1,13,7.1,As Expected,40.78,-124.14
2018,Humboldt,Providence St. Joseph Hospital – Eureka,106121080,Providence St. Joseph Health,IMI,Hip Fracture,3,101,1.5,As Expected,40.7832,-124.142
2018,Humboldt,Providence St. Joseph Hospital – Eureka,106121080,Providence St. Joseph Health,IMI,PCI,4,146,3.8,As Expected,40.7832,-124.142
2018,Humboldt,Providence St. Joseph Hospital – Eureka,106121080,Providence St. Joseph Health,IMI,Acute Stroke Ischemic,5,114,2.8,As Expected,40.7832,-124.142
2018,Humboldt,Providence St. Joseph Hospital – Eureka,106121080,Providence St. Joseph Health,IMI,Pancreatic Resection,,,,,40.7832,-124.142
2018,Humboldt,Providence St. Joseph Hospital – Eureka,106121080,Providence St. Joseph Health,IMI,Acute Stroke Hemorrhagic,0,10,0,Better,40.7832,-124.142
2018,Humboldt,Providence St. Joseph Hospital – Eureka,106121080,Providence St. Joseph Health,IMI,Acute Stroke Subarachnoid,,,,,40.7832,-124.142
2018,Humboldt,Providence St. Joseph Hospital – Eureka,106121080,Providence St. Joseph Health,IMI,Carotid Endarterectomy,1,47,1.2,As Expected,40.7832,-124.142
2018,Humboldt,Providence St. Joseph Hospital – Eureka,106121080,Providence St. Joseph Health,IMI,Acute Stroke,5,126,3.7,Better,40.7832,-124.142
2018,Humboldt,Providence St. Joseph Hospital – Eureka,106121080,Providence St. Joseph Health,IMI,Pneumonia,7,168,3,As Expected,40.7832,-124.142
2018,Imperial,El Centro Regional Medical Center,106130699,Independent/Other,IMI,Pancreatic Resection,,,,,32.78138,-115.498
2018,Imperial,El Centro Regional Medical Center,106130699,Independent/Other,IMI,Acute Stroke Ischemic,2,123,2.3,As Expected,32.78138,-115.498
2018,Imperial,El Centro Regional Medical Center,106130699,Independent/Other,IMI,Acute Stroke Hemorrhagic,9,12,33.9,Worse,32.78138,-115.498
2018,Imperial,El Centro Regional Medical Center,106130699,Independent/Other,IMI,GI Hemorrhage,5,173,2.5,As Expected,32.78138,-115.498
2018,Imperial,El Centro Regional Medical Center,106130699,Independent/Other,IMI,Pneumonia,8,195,2.8,As Expected,32.78138,-115.498
2018,Imperial,El Centro Regional Medical Center,106130699,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,32.78138,-115.498
2018,Imperial,El Centro Regional Medical Center,106130699,Independent/Other,IMI,Hip Fracture,2,36,2.9,As Expected,32.78138,-115.498
2018,Imperial,El Centro Regional Medical Center,106130699,Independent/Other,IMI,AMI,7,37,13.5,Worse,32.78138,-115.498
2018,Imperial,El Centro Regional Medical Center,106130699,Independent/Other,IMI,PCI,,,,,32.78138,-115.498
2018,Imperial,El Centro Regional Medical Center,106130699,Independent/Other,IMI,Heart Failure,7,235,1.9,As Expected,32.78138,-115.498
2018,Imperial,El Centro Regional Medical Center,106130699,Independent/Other,IMI,Acute Stroke,11,135,10,As Expected,32.78138,-115.498
2018,Imperial,El Centro Regional Medical Center,106130699,Independent/Other,IMI,Carotid Endarterectomy,,,,,32.78138,-115.498
2018,Imperial,Pioneers Memorial Healthcare District,106130760,Independent/Other,IMI,PCI,,,,,32.96003,-115.551
2018,Imperial,Pioneers Memorial Healthcare District,106130760,Independent/Other,IMI,Pneumonia,7,228,3.4,As Expected,32.96003,-115.551
2018,Imperial,Pioneers Memorial Healthcare District,106130760,Independent/Other,IMI,Acute Stroke Hemorrhagic,5,18,27.9,As Expected,32.96003,-115.551
2018,Imperial,Pioneers Memorial Healthcare District,106130760,Independent/Other,IMI,Hip Fracture,0,12,0,As Expected,32.96003,-115.551
2018,Imperial,Pioneers Memorial Healthcare District,106130760,Independent/Other,IMI,Acute Stroke Ischemic,0,84,0,As Expected,32.96003,-115.551
2018,Imperial,Pioneers Memorial Healthcare District,106130760,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,32.96003,-115.551
2018,Imperial,Pioneers Memorial Healthcare District,106130760,Independent/Other,IMI,Pancreatic Resection,,,,,32.96003,-115.551
2018,Imperial,Pioneers Memorial Healthcare District,106130760,Independent/Other,IMI,Carotid Endarterectomy,,,,,32.96003,-115.551
2018,Imperial,Pioneers Memorial Healthcare District,106130760,Independent/Other,IMI,Acute Stroke,5,102,7.8,As Expected,32.96003,-115.551
2018,Imperial,Pioneers Memorial Healthcare District,106130760,Independent/Other,IMI,GI Hemorrhage,0,91,0,As Expected,32.96003,-115.551
2018,Imperial,Pioneers Memorial Healthcare District,106130760,Independent/Other,IMI,Heart Failure,6,172,3.1,As Expected,32.96003,-115.551
2018,Imperial,Pioneers Memorial Healthcare District,106130760,Independent/Other,IMI,AMI,1,44,2.1,As Expected,32.96003,-115.551
2018,Inyo,Northern Inyo Hospital,106141273,Independent/Other,IMI,Pancreatic Resection,,,,,37.36207,-118.407
2018,Inyo,Northern Inyo Hospital,106141273,Independent/Other,IMI,Hip Fracture,0,25,0,As Expected,37.36207,-118.407
2018,Inyo,Northern Inyo Hospital,106141273,Independent/Other,IMI,Heart Failure,0,22,0,As Expected,37.36207,-118.407
2018,Inyo,Northern Inyo Hospital,106141273,Independent/Other,IMI,Pneumonia,1,27,5.1,As Expected,37.36207,-118.407
2018,Inyo,Northern Inyo Hospital,106141273,Independent/Other,IMI,Carotid Endarterectomy,,,,,37.36207,-118.407
2018,Inyo,Northern Inyo Hospital,106141273,Independent/Other,IMI,PCI,,,,,37.36207,-118.407
2018,Inyo,Northern Inyo Hospital,106141273,Independent/Other,IMI,GI Hemorrhage,0,11,0,As Expected,37.36207,-118.407
2018,Inyo,Northern Inyo Hospital,106141273,Independent/Other,IMI,Acute Stroke,2,14,34.8,As Expected,37.36207,-118.407
2018,Inyo,Northern Inyo Hospital,106141273,Independent/Other,IMI,Acute Stroke Ischemic,1,13,12.1,As Expected,37.36207,-118.407
2018,Inyo,Northern Inyo Hospital,106141273,Independent/Other,IMI,Acute Stroke Hemorrhagic,,,,,37.36207,-118.407
2018,Inyo,Northern Inyo Hospital,106141273,Independent/Other,IMI,AMI,1,9,9.5,As Expected,37.36207,-118.407
2018,Inyo,Northern Inyo Hospital,106141273,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,37.36207,-118.407
2018,Inyo,Southern Inyo Hospital,106141338,Independent/Other,IMI,AMI,,,,,36.6084,-118.058
2018,Inyo,Southern Inyo Hospital,106141338,Independent/Other,IMI,PCI,,,,,36.6084,-118.058
2018,Inyo,Southern Inyo Hospital,106141338,Independent/Other,IMI,Acute Stroke Ischemic,,,,,36.6084,-118.058
2018,Inyo,Southern Inyo Hospital,106141338,Independent/Other,IMI,Carotid Endarterectomy,,,,,36.6084,-118.058
2018,Inyo,Southern Inyo Hospital,106141338,Independent/Other,IMI,Hip Fracture,,,,,36.6084,-118.058
2018,Inyo,Southern Inyo Hospital,106141338,Independent/Other,IMI,GI Hemorrhage,,,,,36.6084,-118.058
2018,Inyo,Southern Inyo Hospital,106141338,Independent/Other,IMI,Pancreatic Resection,,,,,36.6084,-118.058
2018,Inyo,Southern Inyo Hospital,106141338,Independent/Other,IMI,Acute Stroke,,,,,36.6084,-118.058
2018,Inyo,Southern Inyo Hospital,106141338,Independent/Other,IMI,Acute Stroke Hemorrhagic,,,,,36.6084,-118.058
2018,Inyo,Southern Inyo Hospital,106141338,Independent/Other,IMI,Pneumonia,1,3,44.2,As Expected,36.6084,-118.058
2018,Inyo,Southern Inyo Hospital,106141338,Independent/Other,IMI,Heart Failure,0,3,0,As Expected,36.6084,-118.058
2018,Inyo,Southern Inyo Hospital,106141338,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,36.6084,-118.058
2018,Kern,Adventist Health Delano,106150706,Independent/Other,IMI,Heart Failure,3,88,2.6,As Expected,35.76143,-119.237
2018,Kern,Adventist Health Delano,106150706,Independent/Other,IMI,Carotid Endarterectomy,,,,,35.76143,-119.237
2018,Kern,Adventist Health Delano,106150706,Independent/Other,IMI,GI Hemorrhage,1,23,8.6,As Expected,35.76143,-119.237
2018,Kern,Adventist Health Delano,106150706,Independent/Other,IMI,Acute Stroke Hemorrhagic,,,,,35.76143,-119.237
2018,Kern,Adventist Health Delano,106150706,Independent/Other,IMI,Pneumonia,3,91,4,As Expected,35.76143,-119.237
2018,Kern,Adventist Health Delano,106150706,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,35.76143,-119.237
2018,Kern,Adventist Health Delano,106150706,Independent/Other,IMI,Hip Fracture,0,15,0,As Expected,35.76143,-119.237
2018,Kern,Adventist Health Delano,106150706,Independent/Other,IMI,Acute Stroke,1,15,11.4,As Expected,35.76143,-119.237
2018,Kern,Adventist Health Delano,106150706,Independent/Other,IMI,PCI,,,,,35.76143,-119.237
2018,Kern,Adventist Health Delano,106150706,Independent/Other,IMI,Pancreatic Resection,,,,,35.76143,-119.237
2018,Kern,Adventist Health Delano,106150706,Independent/Other,IMI,AMI,1,5,8.2,As Expected,35.76143,-119.237
2018,Kern,Adventist Health Delano,106150706,Independent/Other,IMI,Acute Stroke Ischemic,0,14,0,As Expected,35.76143,-119.237
2018,Kern,Bakersfield Memorial Hospital,106150722,Dignity Health,IMI,PCI,12,302,5.1,As Expected,35.39051,-119.006
2018,Kern,Bakersfield Memorial Hospital,106150722,Dignity Health,IMI,Hip Fracture,0,141,0,As Expected,35.39051,-119.006
2018,Kern,Bakersfield Memorial Hospital,106150722,Dignity Health,IMI,AMI,31,467,7.2,As Expected,35.39051,-119.006
2018,Kern,Bakersfield Memorial Hospital,106150722,Dignity Health,IMI,Carotid Endarterectomy,0,69,0,As Expected,35.39051,-119.006
2018,Kern,Bakersfield Memorial Hospital,106150722,Dignity Health,IMI,Acute Stroke Hemorrhagic,18,77,22.1,As Expected,35.39051,-119.006
2018,Kern,Bakersfield Memorial Hospital,106150722,Dignity Health,IMI,Acute Stroke Subarachnoid,4,30,17.3,As Expected,35.39051,-119.006
2018,Kern,Bakersfield Memorial Hospital,106150722,Dignity Health,IMI,Pancreatic Resection,,,,,35.39051,-119.006
2018,Kern,Bakersfield Memorial Hospital,106150722,Dignity Health,IMI,Pneumonia,17,399,5,As Expected,35.39051,-119.006
2018,Kern,Bakersfield Memorial Hospital,106150722,Dignity Health,IMI,Heart Failure,22,721,3.7,As Expected,35.39051,-119.006
2018,Kern,Bakersfield Memorial Hospital,106150722,Dignity Health,IMI,GI Hemorrhage,5,237,2.4,As Expected,35.39051,-119.006
2018,Kern,Bakersfield Memorial Hospital,106150722,Dignity Health,IMI,Acute Stroke,30,351,7.8,As Expected,35.39051,-119.006
2018,Kern,Bakersfield Memorial Hospital,106150722,Dignity Health,CABG,Isolated CABG Operative Mor,5,95,6.6,As Expected,35.39,-119.01
2018,Kern,Bakersfield Memorial Hospital,106150722,Dignity Health,IMI,Acute Stroke Ischemic,8,244,3.2,As Expected,35.39051,-119.006
2018,Kern,Kern Medical Center,106150736,Independent/Other,IMI,Acute Stroke Subarachnoid,0,5,0,As Expected,35.38083,-118.967
2018,Kern,Kern Medical Center,106150736,Independent/Other,IMI,Acute Stroke Ischemic,9,66,10.5,Worse,35.38083,-118.967
2018,Kern,Kern Medical Center,106150736,Independent/Other,IMI,Carotid Endarterectomy,,,,,35.38083,-118.967
2018,Kern,Kern Medical Center,106150736,Independent/Other,IMI,Pancreatic Resection,0,3,0,As Expected,35.38083,-118.967
2018,Kern,Kern Medical Center,106150736,Independent/Other,IMI,AMI,0,25,0,As Expected,35.38083,-118.967
2018,Kern,Kern Medical Center,106150736,Independent/Other,IMI,GI Hemorrhage,5,74,6,As Expected,35.38083,-118.967
2018,Kern,Kern Medical Center,106150736,Independent/Other,IMI,Hip Fracture,2,45,7.3,As Expected,35.38083,-118.967
2018,Kern,Kern Medical Center,106150736,Independent/Other,IMI,Pneumonia,2,67,4.3,As Expected,35.38083,-118.967
2018,Kern,Kern Medical Center,106150736,Independent/Other,IMI,PCI,,,,,35.38083,-118.967
2018,Kern,Kern Medical Center,106150736,Independent/Other,IMI,Acute Stroke,18,91,15.4,Worse,35.38083,-118.967
2018,Kern,Kern Medical Center,106150736,Independent/Other,IMI,Acute Stroke Hemorrhagic,9,20,35.7,As Expected,35.38083,-118.967
2018,Kern,Kern Medical Center,106150736,Independent/Other,IMI,Heart Failure,6,154,6.3,As Expected,35.38083,-118.967
2018,Kern,Kern Valley Healthcare District,106150737,Independent/Other,IMI,Acute Stroke Hemorrhagic,,,,,35.63486,-118.405
2018,Kern,Kern Valley Healthcare District,106150737,Independent/Other,IMI,Acute Stroke,,,,,35.63486,-118.405
2018,Kern,Kern Valley Healthcare District,106150737,Independent/Other,IMI,PCI,,,,,35.63486,-118.405
2018,Kern,Kern Valley Healthcare District,106150737,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,35.63486,-118.405
2018,Kern,Kern Valley Healthcare District,106150737,Independent/Other,IMI,GI Hemorrhage,0,6,0,As Expected,35.63486,-118.405
2018,Kern,Kern Valley Healthcare District,106150737,Independent/Other,IMI,Hip Fracture,,,,,35.63486,-118.405
2018,Kern,Kern Valley Healthcare District,106150737,Independent/Other,IMI,Carotid Endarterectomy,,,,,35.63486,-118.405
2018,Kern,Kern Valley Healthcare District,106150737,Independent/Other,IMI,Acute Stroke Ischemic,,,,,35.63486,-118.405
